Method,trial_num,Bounds,Dimensions,Samples,Iterations,Function,Fitness_Value,Run_Time_Sec
Sobol,22,"[(-100, 100)]",50,1000,100,F92017,9423.032739445114,20.04314398765564
Sobol,23,"[(-100, 100)]",10,1000,100,F102017,1065.5190147384324,16.809000253677368
HDS,23,"[(-100, 100)]",50,1000,100,F102017,198637.1355156644,17.64275884628296
Sobol,22,"[(-100, 100)]",100,1000,100,F92017,24065.56968993953,21.065757036209103
Sobol,23,"[(-100, 100)]",30,1000,100,F102017,113402.93368915956,16.814162969589233
HDS,23,"[(-100, 100)]",100,1000,100,F102017,3290168.82515518,18.78148078918457
Sobol,22,"[(-100, 100)]",100,1000,100,F292017,6297309470.537761,114.9466519355774
Sobol,23,"[(-100, 100)]",50,1000,100,F102017,361257.1688592176,17.027124881744385
HDS,23,"[(-100, 100)]",10,1000,100,F112017,95899.88298621174,21.14399099349976
HDS,23,"[(-100, 100)]",30,1000,100,F112017,29487731.96525406,21.502252101898197
HDS,23,"[(-100, 100)]",50,1000,100,F112017,510730671.4802494,22.011631965637207
Sobol,23,"[(-100, 100)]",100,1000,100,F102017,1981380.8817823983,17.616120100021362
HDS,23,"[(-100, 100)]",100,1000,100,F112017,3354665949.3821893,23.19936203956604
HDS,23,"[(-100, 100)]",10,1000,100,F12017,12685.70691557142,13.43273115158081
HDS,23,"[(-100, 100)]",30,1000,100,F12017,70439531.72352293,13.857028007507324
Sobol,23,"[(-100, 100)]",10,1000,100,F112017,125080.71099654069,20.45853590965271
Sobol,23,"[(-100, 100)]",30,1000,100,F112017,62766662.66343088,21.211381196975708
HDS,23,"[(-100, 100)]",50,1000,100,F12017,700503163.5599198,14.291043043136597
Sobol,23,"[(-100, 100)]",10,1000,100,F12017,50135.37848686174,13.654368162155151
Sobol,23,"[(-100, 100)]",50,1000,100,F112017,201659871.1399748,21.194488048553467
Sobol,23,"[(-100, 100)]",30,1000,100,F12017,26042600.858351585,13.74679398536682
Sobol,23,"[(-100, 100)]",100,1000,100,F112017,6335229363.94833,22.675895929336548
HDS,23,"[(-100, 100)]",100,1000,100,F12017,17259436562.605297,15.418396949768066
Sobol,23,"[(-100, 100)]",50,1000,100,F12017,414370141.4579486,13.741212129592896
HDS,23,"[(-100, 100)]",10,1000,100,F122017,1628.1848780817663,17.96184277534485
HDS,23,"[(-100, 100)]",30,1000,100,F122017,125461.32469981616,18.14370894432068
HDS,23,"[(-100, 100)]",50,1000,100,F122017,3908304.006900278,18.70018100738525
HDS,23,"[(-100, 100)]",100,1000,100,F122017,6641723024.80314,19.810843229293823
Sobol,23,"[(-100, 100)]",100,1000,100,F12017,48039263694.77523,14.409214973449709
HDS,23,"[(-100, 100)]",10,1000,100,F132017,1376.5148167802474,18.659164905548096
HDS,23,"[(-100, 100)]",30,1000,100,F132017,205110.2446687885,19.82467722892761
Sobol,23,"[(-100, 100)]",10,1000,100,F122017,1335.716555306508,18.161584854125977
Sobol,23,"[(-100, 100)]",30,1000,100,F122017,550228.6950548103,18.347776174545288
Sobol,23,"[(-100, 100)]",50,1000,100,F122017,50330851.39082152,18.36507511138916
Sobol,23,"[(-100, 100)]",100,1000,100,F122017,4441033954.39272,18.82740831375122
Sobol,23,"[(-100, 100)]",10,1000,100,F132017,1360.5899820430318,18.40367078781128
HDS,23,"[(-100, 100)]",50,1000,100,F132017,2161125.0569678745,21.36401081085205
Sobol,23,"[(-100, 100)]",30,1000,100,F132017,342965.332551351,19.57904481887817
HDS,23,"[(-100, 100)]",10,1000,100,F142017,1678.1229138071865,18.478301763534542
HDS,23,"[(-100, 100)]",30,1000,100,F142017,548443.740555718,18.888341188430783
HDS,23,"[(-100, 100)]",100,1000,100,F132017,32679669.73254556,25.58895421028137
HDS,23,"[(-100, 100)]",50,1000,100,F142017,6678244.027897303,19.710724115371704
HDS,23,"[(-100, 100)]",100,1000,100,F142017,146935442.89379075,20.282956838607788
Sobol,23,"[(-100, 100)]",50,1000,100,F132017,1161118.1313090706,20.464851140975952
HDS,23,"[(-100, 100)]",10,1000,100,F152017,1338.146307308693,20.18574595451355
Sobol,23,"[(-100, 100)]",10,1000,100,F142017,1751.2029470307034,17.838108777999878
Sobol,23,"[(-100, 100)]",30,1000,100,F142017,539182.7645859746,17.879656076431274
Sobol,23,"[(-100, 100)]",50,1000,100,F142017,10497401.542789675,19.016346216201782
Sobol,23,"[(-100, 100)]",100,1000,100,F132017,20466004.278134428,23.58120083808899
Sobol,23,"[(-100, 100)]",100,1000,100,F142017,274087491.21332306,18.47753214836121
Sobol,22,"[(-100, 100)]",100,1000,100,F282017,21320109075.70861,250.10399675369263
Sobol,23,"[(-100, 100)]",10,1000,100,F152017,1407.1726366649314,26.442667245864868
HDS,23,"[(-100, 100)]",30,1000,100,F152017,1328.2883739491508,32.07708382606506
HDS,23,"[(-100, 100)]",50,1000,100,F152017,10101.72695007264,37.55473184585571
HDS,23,"[(-100, 100)]",10,1000,100,F172017,,19.51993680000305
HDS,23,"[(-100, 100)]",10,1000,100,F162017,1541.5959413989428,43.72354888916016
HDS,23,"[(-100, 100)]",100,1000,100,F152017,31156.924564142893,50.698975801467896
Sobol,23,"[(-100, 100)]",30,1000,100,F152017,5318.024321786991,30.73906111717224
Sobol,23,"[(-100, 100)]",10,1000,100,F172017,,20.026798963546756
Sobol,23,"[(-100, 100)]",50,1000,100,F152017,19785.035436215134,36.747182846069336
HDS,23,"[(-100, 100)]",30,1000,100,F172017,86237.80930435495,20.25656819343567
HDS,23,"[(-100, 100)]",50,1000,100,F172017,1026927.7178902016,20.45828485488892
HDS,23,"[(-100, 100)]",30,1000,100,F162017,139047.68911717,78.17202496528625
Sobol,23,"[(-100, 100)]",10,1000,100,F162017,1479.0997723599696,43.05465292930603
HDS,23,"[(-100, 100)]",100,1000,100,F172017,12139600.75999267,21.410650730133057
Sobol,23,"[(-100, 100)]",30,1000,100,F172017,158867.2866212178,19.39861297607422
Sobol,23,"[(-100, 100)]",100,1000,100,F152017,205085.28697035747,49.28392314910889
Sobol,23,"[(-100, 100)]",50,1000,100,F172017,706428.3103942262,19.47683024406433
HDS,23,"[(-100, 100)]",10,1000,100,F182017,1808.97404074136,19.60998797416687
Sobol,23,"[(-100, 100)]",100,1000,100,F172017,13674154.93367518,20.046799898147583
HDS,23,"[(-100, 100)]",50,1000,100,F162017,45707245.32955328,113.45651888847352
Sobol,23,"[(-100, 100)]",10,1000,100,F182017,1807.2206406401676,23.12590789794922
HDS,23,"[(-100, 100)]",30,1000,100,F182017,208528.48551589347,44.12159013748169
HDS,23,"[(-100, 100)]",10,1000,100,F192017,1852.8758039502943,42.39921975135803
HDS,23,"[(-100, 100)]",50,1000,100,F182017,6471737.5048405975,59.74050211906433
Sobol,23,"[(-100, 100)]",30,1000,100,F162017,82873.97236493941,77.17491507530212
Sobol,23,"[(-100, 100)]",30,1000,100,F182017,339932.8758158829,43.566765785217285
Sobol,23,"[(-100, 100)]",10,1000,100,F192017,1844.4530649709975,41.59082913398743
HDS,23,"[(-100, 100)]",100,1000,100,F182017,669485780.3496143,97.21115589141846
HDS,23,"[(-100, 100)]",10,1000,100,F202017,2133.201139615697,8.803444147109985
HDS,23,"[(-100, 100)]",30,1000,100,F192017,2638.9499224534297,78.6980791091919
Sobol,23,"[(-100, 100)]",10,1000,100,F202017,2132.765596316394,6.9189369678497314
Sobol,23,"[(-100, 100)]",50,1000,100,F182017,6144611.117645737,59.07741403579712
HDS,23,"[(-100, 100)]",100,1000,100,F162017,483777788528.9923,202.2743217945099
Sobol,23,"[(-100, 100)]",50,1000,100,F162017,356506348.25327545,113.39688396453856
HDS,23,"[(-100, 100)]",30,1000,100,F202017,2507.1444387958727,23.029619216918945
HDS,23,"[(-100, 100)]",50,1000,100,F202017,4996.777605740153,23.4360408782959
Sobol,23,"[(-100, 100)]",30,1000,100,F202017,2551.9755459876847,21.963464975357056
HDS,23,"[(-100, 100)]",100,1000,100,F202017,29944.04343602467,24.731131076812744
HDS,23,"[(-100, 100)]",10,1000,100,F212017,2213.812738320716,2.311469078063965
Sobol,23,"[(-100, 100)]",10,1000,100,F212017,2218.06665002393,2.46068811416626
Sobol,23,"[(-100, 100)]",50,1000,100,F202017,4553.011894908741,23.13517904281616
HDS,23,"[(-100, 100)]",50,1000,100,F192017,2443.1580297938303,113.51895809173584
Sobol,23,"[(-100, 100)]",100,1000,100,F202017,28285.195587358656,23.76572299003601
HDS,23,"[(-100, 100)]",30,1000,100,F212017,2325.105058231986,26.9213707447052
Sobol,23,"[(-100, 100)]",30,1000,100,F192017,2685.011327048222,79.08632397651672
HDS,23,"[(-100, 100)]",50,1000,100,F212017,2501.883756361128,27.49084615707397
Sobol,23,"[(-100, 100)]",100,1000,100,F182017,672761458.0537764,95.84853982925416
HDS,23,"[(-100, 100)]",10,1000,100,F22017,200.2291024896173,14.635629892349243
HDS,23,"[(-100, 100)]",30,1000,100,F22017,15694.070499014964,14.322988748550417
HDS,23,"[(-100, 100)]",100,1000,100,F212017,3630.9237971483526,30.81282091140747
Sobol,23,"[(-100, 100)]",30,1000,100,F212017,2314.635097361472,27.55814814567566
Sobol,23,"[(-100, 100)]",10,1000,100,F22017,201.1375227404139,15.17285680770874
Sobol,23,"[(-100, 100)]",50,1000,100,F212017,2586.079413841332,28.273262977600098
Sobol,23,"[(-100, 100)]",30,1000,100,F22017,27776.62742418677,14.520482063293455
HDS,23,"[(-100, 100)]",10,1000,100,F222017,2367.4979488740096,9.783010959625244
HDS,23,"[(-100, 100)]",50,1000,100,F22017,59739.57074526297,14.729796886444092
HDS,23,"[(-100, 100)]",100,1000,100,F22017,288674.4540996594,15.743333101272585
Sobol,23,"[(-100, 100)]",10,1000,100,F222017,2360.3216541536312,10.088539838790894
Sobol,23,"[(-100, 100)]",100,1000,100,F212017,3042.421120626279,29.691267013549805
Sobol,23,"[(-100, 100)]",50,1000,100,F22017,78881.2358648097,14.598115682601929
Sobol,23,"[(-100, 100)]",100,1000,100,F22017,351625.8282297993,15.185133695602415
HDS,23,"[(-100, 100)]",30,1000,100,F222017,2668.735911327553,30.35385775566101
HDS,23,"[(-100, 100)]",10,1000,100,F232017,2547.758572382917,9.3315908908844
Sobol,23,"[(-100, 100)]",10,1000,100,F232017,2456.672482570677,10.22537612915039
HDS,23,"[(-100, 100)]",50,1000,100,F222017,3881.5225344877226,31.524970054626465
HDS,23,"[(-100, 100)]",30,1000,100,F232017,2886.2738978985103,24.82673001289368
HDS,23,"[(-100, 100)]",100,1000,100,F222017,27837.70395358045,33.55098485946655
Sobol,23,"[(-100, 100)]",30,1000,100,F222017,2901.638171068597,29.70237517356873
HDS,23,"[(-100, 100)]",100,1000,100,F192017,4772.901859861991,204.38113713264465
Sobol,23,"[(-100, 100)]",50,1000,100,F192017,2323.3010993998387,114.69807410240172
HDS,23,"[(-100, 100)]",50,1000,100,F232017,7579.441921949389,26.01249575614929
HDS,23,"[(-100, 100)]",10,1000,100,F242017,2893.1064868188173,8.938157081604004
Sobol,23,"[(-100, 100)]",30,1000,100,F232017,3339.18459680035,24.257196187973022
Sobol,23,"[(-100, 100)]",50,1000,100,F222017,8330.514827914612,29.722419261932373
Sobol,23,"[(-100, 100)]",100,1000,100,F222017,24564.49510114252,31.392677307128903
Sobol,23,"[(-100, 100)]",10,1000,100,F242017,2890.044595838627,10.148924827575684
HDS,23,"[(-100, 100)]",100,1000,100,F232017,41652.46043138912,27.885351181030277
Sobol,23,"[(-100, 100)]",50,1000,100,F232017,8201.452574116673,25.469218969345093
Sobol,23,"[(-100, 100)]",100,1000,100,F162017,921064221905.0304,199.21669602394104
HDS,23,"[(-100, 100)]",30,1000,100,F242017,2869.5526029659404,26.68692088127136
HDS,23,"[(-100, 100)]",50,1000,100,F242017,4880.765637163266,28.33780670166016
Sobol,23,"[(-100, 100)]",100,1000,100,F232017,42470.9795543286,27.39584517478943
HDS,23,"[(-100, 100)]",100,1000,100,F242017,7700.724520452203,30.59482192993164
Sobol,23,"[(-100, 100)]",30,1000,100,F242017,2871.7527831761267,22.809513092041016
HDS,23,"[(-100, 100)]",10,1000,100,F252017,2500.278918111444,41.332547187805176
Sobol,23,"[(-100, 100)]",50,1000,100,F242017,4158.439922911151,27.099125862121586
Sobol,23,"[(-100, 100)]",100,1000,100,F242017,10801.899944043807,29.149922132492065
Sobol,23,"[(-100, 100)]",10,1000,100,F252017,2501.1705946491297,26.796431064605716
HDS,23,"[(-100, 100)]",30,1000,100,F252017,3388.8007073661893,71.95795893669128
HDS,23,"[(-100, 100)]",10,1000,100,F262017,2394.6390709320517,46.59504508972168
Sobol,23,"[(-100, 100)]",10,1000,100,F262017,2972.088052258508,16.52171802520752
HDS,23,"[(-100, 100)]",50,1000,100,F252017,4982.56151496189,97.6191430091858
HDS,23,"[(-100, 100)]",10,1000,100,F272017,2816.979995584263,8.01638412475586
HDS,23,"[(-100, 100)]",30,1000,100,F262017,3221.894417811327,72.12872219085693
Sobol,23,"[(-100, 100)]",10,1000,100,F272017,2824.756986521889,9.146517992019652
Sobol,23,"[(-100, 100)]",30,1000,100,F252017,3399.199546082188,71.51344609260559
HDS,23,"[(-100, 100)]",50,1000,100,F262017,3840.142141415725,99.22953701019289
HDS,23,"[(-100, 100)]",30,1000,100,F272017,2923.65554634864,57.39571785926819
Sobol,23,"[(-100, 100)]",100,1000,100,F192017,4730.991583761227,202.7831079959869
HDS,23,"[(-100, 100)]",100,1000,100,F252017,23244.19885904179,163.19419884681702
Sobol,23,"[(-100, 100)]",30,1000,100,F262017,3210.7225647402947,72.60197186470032
Sobol,23,"[(-100, 100)]",50,1000,100,F252017,5367.133591064639,97.1613290309906
HDS,23,"[(-100, 100)]",100,1000,100,F262017,4905.145670368858,165.23578214645386
HDS,23,"[(-100, 100)]",50,1000,100,F272017,3228.5793488098698,91.05680298805235
Sobol,23,"[(-100, 100)]",30,1000,100,F272017,2955.2750413178787,67.91709589958191
HDS,23,"[(-100, 100)]",10,1000,100,F282017,4327.847584079878,63.54235482215881
Sobol,23,"[(-100, 100)]",50,1000,100,F262017,3594.9342537297525,98.80360722541808
HDS,23,"[(-100, 100)]",30,1000,100,F282017,3598718.5171825048,105.90114092826845
Sobol,23,"[(-100, 100)]",10,1000,100,F282017,4243.298411217953,64.58139705657959
Sobol,23,"[(-100, 100)]",50,1000,100,F272017,3286.872454708993,94.83893084526062
HDS,23,"[(-100, 100)]",100,1000,100,F272017,4478.42041292222,160.36362600326538
Sobol,23,"[(-100, 100)]",100,1000,100,F252017,20333.565176358978,164.51657915115356
HDS,23,"[(-100, 100)]",10,1000,100,F292017,,45.34537410736084
HDS,23,"[(-100, 100)]",50,1000,100,F282017,109853960.50628448,147.29010772705078
HDS,23,"[(-100, 100)]",30,1000,100,F292017,12985703.064171694,60.17325806617737
Sobol,23,"[(-100, 100)]",100,1000,100,F262017,5339.191281073026,165.23571515083313
Sobol,23,"[(-100, 100)]",10,1000,100,F292017,,43.71134686470032
Sobol,23,"[(-100, 100)]",30,1000,100,F282017,67420156.73893398,103.89344811439514
HDS,23,"[(-100, 100)]",10,1000,100,F32017,304.4784943211165,8.223124265670776
Sobol,23,"[(-100, 100)]",10,1000,100,F32017,309.30893471149744,7.616661787033081
HDS,23,"[(-100, 100)]",30,1000,100,F32017,397.4488713016726,14.778393983840942
HDS,23,"[(-100, 100)]",50,1000,100,F292017,2075618738.6517043,74.21136713027954
HDS,23,"[(-100, 100)]",50,1000,100,F32017,1370.2465714087302,15.46212601661682
Sobol,23,"[(-100, 100)]",30,1000,100,F32017,366.8965437939312,14.81980800628662
Sobol,23,"[(-100, 100)]",50,1000,100,F32017,789.2705701550015,14.62851095199585
Sobol,23,"[(-100, 100)]",30,1000,100,F292017,5465127.599743534,58.69548916816712
HDS,23,"[(-100, 100)]",100,1000,100,F32017,4664.707630021336,16.042659759521484
HDS,23,"[(-100, 100)]",10,1000,100,F42017,436.9925576247442,14.089786052703856
HDS,23,"[(-100, 100)]",30,1000,100,F42017,741.4913729012826,14.456174850463867
Sobol,23,"[(-100, 100)]",100,1000,100,F32017,8218.387177888066,15.407705783843994
Sobol,23,"[(-100, 100)]",10,1000,100,F42017,436.6952447804302,14.406892776489258
Sobol,23,"[(-100, 100)]",30,1000,100,F42017,727.9461896159119,14.782679080963137
HDS,23,"[(-100, 100)]",10,1000,100,F52017,500.0104371707735,0.4148800373077392
Sobol,23,"[(-100, 100)]",10,1000,100,F52017,500.0033558790922,0.1971807479858398
HDS,23,"[(-100, 100)]",30,1000,100,F52017,500.0530213966624,0.6174068450927734
Sobol,23,"[(-100, 100)]",30,1000,100,F52017,500.0724036212927,0.292665958404541
HDS,23,"[(-100, 100)]",50,1000,100,F52017,500.07465793308654,0.7975711822509766
Sobol,23,"[(-100, 100)]",50,1000,100,F52017,500.080214925307,0.4090991020202636
HDS,23,"[(-100, 100)]",50,1000,100,F42017,2691.6734330678582,14.770519971847534
HDS,23,"[(-100, 100)]",100,1000,100,F52017,500.1085646129585,1.764936923980713
Sobol,23,"[(-100, 100)]",100,1000,100,F52017,500.1367401191691,0.6974270343780518
Sobol,23,"[(-100, 100)]",100,1000,100,F272017,4536.602077675127,156.64950108528137
HDS,23,"[(-100, 100)]",100,1000,100,F42017,43420.02162130117,16.35424494743347
Sobol,23,"[(-100, 100)]",50,1000,100,F42017,3865.5792155329673,14.89492392539978
Sobol,23,"[(-100, 100)]",50,1000,100,F292017,1238363361.5110333,75.598228931427
HDS,23,"[(-100, 100)]",10,1000,100,F62017,624.1170230876992,16.67827582359314
HDS,23,"[(-100, 100)]",100,1000,100,F282017,3118206023.0748525,250.04641890525815
HDS,23,"[(-100, 100)]",100,1000,100,F292017,11031614365.081297,113.63321900367735
HDS,23,"[(-100, 100)]",30,1000,100,F62017,2083.506891238273,16.425211906433105
Sobol,23,"[(-100, 100)]",100,1000,100,F42017,33449.06352100137,15.20969295501709
HDS,23,"[(-100, 100)]",50,1000,100,F62017,45040.34939437916,16.22239112854004
Sobol,23,"[(-100, 100)]",10,1000,100,F62017,644.4342840424525,15.52401089668274
HDS,23,"[(-100, 100)]",100,1000,100,F62017,684046.5837873309,17.84782910346985
Sobol,23,"[(-100, 100)]",30,1000,100,F62017,4037.562391835176,15.59343409538269
HDS,23,"[(-100, 100)]",10,1000,100,F72017,743.3630698625977,19.76723289489746
Sobol,23,"[(-100, 100)]",50,1000,100,F62017,66182.16609956771,16.19627809524536
Sobol,23,"[(-100, 100)]",50,1000,100,F282017,76138011.78752665,144.96497297286987
HDS,23,"[(-100, 100)]",10,1000,100,F82017,802.0655499147773,0.6524622440338135
Sobol,23,"[(-100, 100)]",10,1000,100,F82017,801.0962956132928,0.8476259708404541
Sobol,23,"[(-100, 100)]",100,1000,100,F62017,1047407.338745225,17.36101198196411
HDS,23,"[(-100, 100)]",30,1000,100,F72017,1115.3582583828677,20.12713098526001
HDS,23,"[(-100, 100)]",30,1000,100,F82017,808.8270556171124,3.281455039978028
Sobol,23,"[(-100, 100)]",30,1000,100,F82017,807.3432371550825,5.0606420040130615
HDS,23,"[(-100, 100)]",50,1000,100,F72017,1685.2869158627827,20.269385814666748
HDS,23,"[(-100, 100)]",50,1000,100,F82017,816.2670570498982,8.01932692527771
Sobol,23,"[(-100, 100)]",10,1000,100,F72017,726.1127587779844,19.679250240325928
HDS,23,"[(-100, 100)]",100,1000,100,F72017,2939.298107098708,22.004574060440063
Sobol,23,"[(-100, 100)]",30,1000,100,F72017,1140.0080646111016,19.913109064102173
Sobol,23,"[(-100, 100)]",50,1000,100,F82017,816.665826497443,14.198469161987305
HDS,23,"[(-100, 100)]",100,1000,100,F82017,896.4380254536429,18.87695527076721
Sobol,23,"[(-100, 100)]",50,1000,100,F72017,1684.817920067378,20.143794298172
HDS,23,"[(-100, 100)]",10,1000,100,F92017,-770.5244508606092,19.2432599067688
Sobol,23,"[(-100, 100)]",100,1000,100,F72017,3185.262123460553,20.78114080429077
HDS,23,"[(-100, 100)]",30,1000,100,F92017,3672.899549176376,19.80428194999695
Sobol,23,"[(-100, 100)]",100,1000,100,F82017,902.3207981232384,16.902124643325806
HDS,23,"[(-100, 100)]",50,1000,100,F92017,8106.516447985137,20.29622602462769
HDS,23,"[(-100, 100)]",100,1000,100,F92017,22833.456879334437,22.35088396072388
Sobol,23,"[(-100, 100)]",10,1000,100,F92017,-1021.9208809163184,19.72994709014893
HDS,24,"[(-100, 100)]",10,1000,100,F102017,1071.211004689358,17.48655676841736
HDS,24,"[(-100, 100)]",30,1000,100,F102017,84185.8245651518,18.279147148132324
Sobol,23,"[(-100, 100)]",30,1000,100,F92017,3726.8723963041575,20.18692898750305
Sobol,23,"[(-100, 100)]",50,1000,100,F92017,9492.60212093236,20.5526180267334
HDS,24,"[(-100, 100)]",50,1000,100,F102017,280092.0298037137,17.644177198410034
Sobol,23,"[(-100, 100)]",100,1000,100,F92017,26501.86685279209,21.680010080337524
Sobol,24,"[(-100, 100)]",10,1000,100,F102017,1094.9484712139574,16.65445327758789
Sobol,24,"[(-100, 100)]",30,1000,100,F102017,103739.44947240694,17.392828941345215
HDS,24,"[(-100, 100)]",100,1000,100,F102017,2193222.530103077,18.699615001678467
Sobol,23,"[(-100, 100)]",100,1000,100,F292017,1479806369.665065,112.3508186340332
HDS,24,"[(-100, 100)]",10,1000,100,F112017,57539.73348327106,20.90662670135498
Sobol,24,"[(-100, 100)]",50,1000,100,F102017,255272.49170713653,17.342111110687256
HDS,24,"[(-100, 100)]",30,1000,100,F112017,52018428.52359201,21.61194086074829
HDS,24,"[(-100, 100)]",50,1000,100,F112017,152909194.4178053,21.689025163650516
HDS,24,"[(-100, 100)]",10,1000,100,F12017,13366.962643451596,13.705633163452148
Sobol,24,"[(-100, 100)]",100,1000,100,F102017,1037657.163869395,17.85530710220337
HDS,24,"[(-100, 100)]",30,1000,100,F12017,112175738.74959944,14.042813777923584
HDS,24,"[(-100, 100)]",100,1000,100,F112017,1769992397.063336,24.08023285865784
Sobol,24,"[(-100, 100)]",10,1000,100,F112017,254903.88787570392,21.24609112739563
Sobol,24,"[(-100, 100)]",10,1000,100,F12017,20453.27091957537,13.535744905471802
HDS,24,"[(-100, 100)]",50,1000,100,F12017,771469757.65117,14.697752952575684
Sobol,24,"[(-100, 100)]",30,1000,100,F112017,41254557.83156285,21.187403917312626
Sobol,24,"[(-100, 100)]",50,1000,100,F112017,304491536.8165947,21.549639225006104
Sobol,24,"[(-100, 100)]",30,1000,100,F12017,12219683.474129893,13.801177024841309
HDS,24,"[(-100, 100)]",100,1000,100,F12017,19782257071.970108,15.55836582183838
Sobol,24,"[(-100, 100)]",100,1000,100,F112017,3508320777.2841897,22.94791412353516
Sobol,24,"[(-100, 100)]",50,1000,100,F12017,3913160128.19485,13.65422010421753
HDS,24,"[(-100, 100)]",10,1000,100,F122017,1357.2692490958557,18.121771097183228
HDS,24,"[(-100, 100)]",30,1000,100,F122017,572128.0195685376,18.497552156448364
HDS,24,"[(-100, 100)]",50,1000,100,F122017,17032807.848851267,18.765705108642575
Sobol,24,"[(-100, 100)]",100,1000,100,F12017,17862104929.206627,14.239122152328491
HDS,24,"[(-100, 100)]",100,1000,100,F122017,3207003773.9634967,20.1864869594574
HDS,24,"[(-100, 100)]",10,1000,100,F132017,1364.430391300083,18.58490204811096
HDS,24,"[(-100, 100)]",30,1000,100,F132017,419061.2103150366,19.54088234901428
Sobol,24,"[(-100, 100)]",10,1000,100,F122017,2688.3114142019,17.637325048446655
Sobol,24,"[(-100, 100)]",30,1000,100,F122017,3464828.3832744365,17.912583112716675
Sobol,24,"[(-100, 100)]",50,1000,100,F122017,8567117.469874902,18.076810836791992
Sobol,24,"[(-100, 100)]",100,1000,100,F122017,2478761471.407969,18.704458951950077
HDS,24,"[(-100, 100)]",50,1000,100,F132017,2898308.333134674,20.87218403816223
Sobol,24,"[(-100, 100)]",10,1000,100,F132017,1363.0077120778226,18.538037061691284
Sobol,24,"[(-100, 100)]",30,1000,100,F132017,397863.05372204,19.43823218345642
HDS,24,"[(-100, 100)]",10,1000,100,F142017,1519.199144524196,17.802131175994873
HDS,24,"[(-100, 100)]",30,1000,100,F142017,1238035.0339290623,17.905792951583862
HDS,24,"[(-100, 100)]",100,1000,100,F132017,27301073.497127675,24.964701890945435
HDS,24,"[(-100, 100)]",50,1000,100,F142017,20734156.86761386,18.397341012954712
Sobol,24,"[(-100, 100)]",50,1000,100,F132017,3048589.165504511,20.221784830093384
HDS,24,"[(-100, 100)]",100,1000,100,F142017,289533544.6887056,19.758645057678223
Sobol,24,"[(-100, 100)]",10,1000,100,F142017,1677.5176624678904,17.227787017822266
HDS,24,"[(-100, 100)]",10,1000,100,F152017,1363.2552795765157,20.361841917037964
Sobol,24,"[(-100, 100)]",30,1000,100,F142017,1253395.299592042,17.884585857391357
Sobol,24,"[(-100, 100)]",50,1000,100,F142017,34966257.55232704,18.11258816719055
Sobol,24,"[(-100, 100)]",100,1000,100,F132017,20124723.933327988,23.60663414001465
Sobol,24,"[(-100, 100)]",100,1000,100,F142017,434324905.20409095,18.746438026428223
Sobol,24,"[(-100, 100)]",10,1000,100,F152017,1347.9458079936196,20.988216876983643
HDS,24,"[(-100, 100)]",30,1000,100,F152017,4849.584648710647,31.784459114074707
Sobol,23,"[(-100, 100)]",100,1000,100,F282017,18575706456.476517,247.28008699417117
HDS,24,"[(-100, 100)]",50,1000,100,F152017,13712.717019432452,36.74810123443604
HDS,24,"[(-100, 100)]",10,1000,100,F172017,,19.504912853240967
HDS,24,"[(-100, 100)]",10,1000,100,F162017,1486.0349856960088,42.91708397865296
Sobol,24,"[(-100, 100)]",30,1000,100,F152017,3190.070449257293,30.460198879241943
HDS,24,"[(-100, 100)]",100,1000,100,F152017,47850.04100974017,51.47584319114685
Sobol,24,"[(-100, 100)]",10,1000,100,F172017,,19.89437294006348
Sobol,24,"[(-100, 100)]",50,1000,100,F152017,26786.17376683309,35.88591265678406
HDS,24,"[(-100, 100)]",30,1000,100,F172017,154155.5416143454,20.27989387512207
HDS,24,"[(-100, 100)]",50,1000,100,F172017,1985624.6410220712,20.60024094581604
HDS,24,"[(-100, 100)]",30,1000,100,F162017,216376.26913709185,78.72518491744995
Sobol,24,"[(-100, 100)]",10,1000,100,F162017,1487.6034093521575,42.519296169281006
Sobol,24,"[(-100, 100)]",30,1000,100,F172017,106861.95418666724,19.44446420669556
HDS,24,"[(-100, 100)]",100,1000,100,F172017,10946285.694361722,21.27683711051941
Sobol,24,"[(-100, 100)]",100,1000,100,F152017,138231.67372726777,49.39349889755249
Sobol,24,"[(-100, 100)]",50,1000,100,F172017,1473964.2466567669,19.99341487884521
HDS,24,"[(-100, 100)]",10,1000,100,F182017,1809.586738258484,22.492037057876587
Sobol,24,"[(-100, 100)]",100,1000,100,F172017,6590197.552587494,20.110913038253784
HDS,24,"[(-100, 100)]",50,1000,100,F162017,6963487.248319247,111.85807991027832
HDS,24,"[(-100, 100)]",30,1000,100,F182017,158476.62283897126,44.82818412780762
Sobol,24,"[(-100, 100)]",10,1000,100,F182017,1809.153062585289,25.41376805305481
HDS,24,"[(-100, 100)]",10,1000,100,F192017,1832.8051804768152,42.51215791702271
HDS,24,"[(-100, 100)]",50,1000,100,F182017,3942681.554042245,59.8141679763794
Sobol,24,"[(-100, 100)]",30,1000,100,F162017,112706.06446680306,78.05279207229614
Sobol,24,"[(-100, 100)]",30,1000,100,F182017,576526.424320664,43.90542793273926
Sobol,24,"[(-100, 100)]",10,1000,100,F192017,1854.7821475339576,41.92172622680664
HDS,24,"[(-100, 100)]",100,1000,100,F182017,1806903134.8808572,98.90793323516846
HDS,24,"[(-100, 100)]",10,1000,100,F202017,2133.7417902391576,9.516151905059814
