Method,trial_num,Bounds,Dimensions,Samples,Iterations,Function,Fitness_Value,Run_Time_Sec
Sobol,24,"[(-100, 100)]",10,1000,100,F202017,2131.118686394785,8.34726881980896
HDS,24,"[(-100, 100)]",30,1000,100,F192017,2149.625972720817,78.36641502380371
Sobol,24,"[(-100, 100)]",50,1000,100,F182017,14240317.366122903,60.18831419944763
HDS,24,"[(-100, 100)]",100,1000,100,F162017,6308671231.575111,204.6335437297821
HDS,24,"[(-100, 100)]",30,1000,100,F202017,2541.1884738621484,23.95428895950317
Sobol,24,"[(-100, 100)]",50,1000,100,F162017,54181456.702639125,114.56767010688782
HDS,24,"[(-100, 100)]",50,1000,100,F202017,4017.773337171302,23.36342692375183
Sobol,24,"[(-100, 100)]",30,1000,100,F202017,2299.790918699491,22.384045124053955
HDS,24,"[(-100, 100)]",100,1000,100,F202017,28273.854496973832,25.402666807174683
Sobol,24,"[(-100, 100)]",50,1000,100,F202017,4617.77270191627,22.87561106681824
HDS,24,"[(-100, 100)]",50,1000,100,F192017,2668.5374209186525,115.36526703834534
HDS,24,"[(-100, 100)]",10,1000,100,F212017,1095.9324620323189,26.43773603439331
Sobol,24,"[(-100, 100)]",100,1000,100,F202017,47804.78261934192,24.079240798950195
Sobol,24,"[(-100, 100)]",10,1000,100,F212017,2191.718769286392,6.2899909019470215
HDS,24,"[(-100, 100)]",30,1000,100,F212017,2294.2197857202477,27.138333797454838
Sobol,24,"[(-100, 100)]",30,1000,100,F192017,3213.8626366187177,79.65485286712646
Sobol,24,"[(-100, 100)]",100,1000,100,F182017,1189609904.464543,96.4146990776062
HDS,24,"[(-100, 100)]",10,1000,100,F22017,200.3874842997153,13.237449884414673
HDS,24,"[(-100, 100)]",30,1000,100,F22017,18681.17769827102,14.200665950775146
HDS,24,"[(-100, 100)]",50,1000,100,F212017,2558.9799017132173,27.797619819641117
Sobol,24,"[(-100, 100)]",30,1000,100,F212017,2283.506122486851,26.68183398246765
Sobol,24,"[(-100, 100)]",10,1000,100,F22017,200.44017329273197,13.395647048950195
HDS,24,"[(-100, 100)]",100,1000,100,F212017,3378.0514645545863,30.13905000686645
Sobol,24,"[(-100, 100)]",30,1000,100,F22017,15126.689499750157,13.985029220581056
HDS,24,"[(-100, 100)]",50,1000,100,F22017,67245.56175879629,14.718044996261597
HDS,24,"[(-100, 100)]",100,1000,100,F22017,239392.49126646025,15.864039182662964
HDS,24,"[(-100, 100)]",10,1000,100,F222017,2358.5384659469,10.366972208023071
Sobol,24,"[(-100, 100)]",50,1000,100,F212017,2579.0124287642384,28.13217782974243
Sobol,24,"[(-100, 100)]",10,1000,100,F222017,2371.8221386946625,10.233670949935911
Sobol,24,"[(-100, 100)]",50,1000,100,F22017,75673.53304977228,14.676331043243408
Sobol,24,"[(-100, 100)]",100,1000,100,F22017,263170.1417193175,15.116389274597168
Sobol,24,"[(-100, 100)]",100,1000,100,F212017,2974.5928012240206,29.890965938568115
HDS,24,"[(-100, 100)]",10,1000,100,F232017,2547.462784326165,10.297297716140749
Sobol,24,"[(-100, 100)]",10,1000,100,F232017,2555.0229164701805,8.83916187286377
HDS,24,"[(-100, 100)]",30,1000,100,F222017,3751.422984772465,29.62346291542053
HDS,24,"[(-100, 100)]",30,1000,100,F232017,3057.460497871969,25.89336585998535
HDS,24,"[(-100, 100)]",50,1000,100,F222017,3939.961874510466,31.39979910850525
HDS,24,"[(-100, 100)]",100,1000,100,F222017,14705.675411270038,34.17873930931091
HDS,24,"[(-100, 100)]",100,1000,100,F192017,4318.792709149857,211.1859121322632
Sobol,24,"[(-100, 100)]",50,1000,100,F192017,2646.0799960619133,114.87902116775513
HDS,24,"[(-100, 100)]",50,1000,100,F232017,7571.31546624297,27.596854209899902
Sobol,24,"[(-100, 100)]",30,1000,100,F232017,2808.590588438381,25.50262022018433
Sobol,24,"[(-100, 100)]",30,1000,100,F222017,2876.6356167746694,30.25645995140076
Sobol,24,"[(-100, 100)]",50,1000,100,F222017,7538.000846725873,30.496896982192997
Sobol,24,"[(-100, 100)]",100,1000,100,F222017,26727.2622660239,32.81853103637695
HDS,24,"[(-100, 100)]",10,1000,100,F242017,2897.7585494536065,16.721843004226685
HDS,24,"[(-100, 100)]",100,1000,100,F232017,42130.51484794269,29.04312014579773
Sobol,24,"[(-100, 100)]",50,1000,100,F232017,5509.754059910929,26.652920246124268
Sobol,24,"[(-100, 100)]",100,1000,100,F162017,514632111977.7925,203.54376578330996
Sobol,24,"[(-100, 100)]",10,1000,100,F242017,2913.911843580493,9.448362827301024
HDS,24,"[(-100, 100)]",30,1000,100,F242017,2874.6308170380767,27.240612030029297
HDS,24,"[(-100, 100)]",50,1000,100,F242017,4769.154875703471,29.177277088165283
HDS,24,"[(-100, 100)]",100,1000,100,F242017,7131.439668732506,30.70620322227478
Sobol,24,"[(-100, 100)]",100,1000,100,F232017,40203.58185699938,27.464857816696167
Sobol,24,"[(-100, 100)]",30,1000,100,F242017,2868.6416383200626,27.09114694595337
HDS,24,"[(-100, 100)]",10,1000,100,F252017,2500.2713175522267,40.80469226837158
Sobol,24,"[(-100, 100)]",50,1000,100,F242017,5061.367492617707,28.47877669334412
HDS,24,"[(-100, 100)]",10,1000,100,F262017,2895.678572853616,16.445716857910156
Sobol,24,"[(-100, 100)]",100,1000,100,F242017,5808.288328388715,29.96392297744751
Sobol,24,"[(-100, 100)]",10,1000,100,F252017,2977.715530156591,12.32367205619812
Sobol,24,"[(-100, 100)]",10,1000,100,F262017,2980.9340914643253,12.485946893692017
HDS,24,"[(-100, 100)]",10,1000,100,F272017,2837.7996190912977,10.170888900756836
HDS,24,"[(-100, 100)]",30,1000,100,F252017,3431.898332975564,72.61460900306702
Sobol,24,"[(-100, 100)]",10,1000,100,F272017,2831.3719098220718,9.272266864776611
HDS,24,"[(-100, 100)]",50,1000,100,F252017,4760.931869116657,98.68910503387453
HDS,24,"[(-100, 100)]",30,1000,100,F262017,3232.1900937192927,73.42082715034485
Sobol,24,"[(-100, 100)]",30,1000,100,F252017,3382.9799637969127,70.10424780845642
HDS,24,"[(-100, 100)]",30,1000,100,F272017,2934.479256830535,67.3323860168457
HDS,24,"[(-100, 100)]",50,1000,100,F262017,3612.0916073289536,99.82179188728333
Sobol,24,"[(-100, 100)]",100,1000,100,F192017,5866.592701563352,205.03891491889956
HDS,24,"[(-100, 100)]",100,1000,100,F252017,18670.02516649725,164.21367025375366
Sobol,24,"[(-100, 100)]",30,1000,100,F262017,3194.0280114451425,72.903165102005
Sobol,24,"[(-100, 100)]",50,1000,100,F252017,4687.803967317523,96.89007782936096
Sobol,24,"[(-100, 100)]",30,1000,100,F272017,2894.4916923711235,61.90953874588013
HDS,24,"[(-100, 100)]",100,1000,100,F262017,5625.33799777874,165.5351321697235
HDS,24,"[(-100, 100)]",50,1000,100,F272017,3158.5081966043285,95.25998497009276
Sobol,24,"[(-100, 100)]",50,1000,100,F262017,3659.136504759717,99.12280082702635
HDS,24,"[(-100, 100)]",10,1000,100,F282017,4067.648543840612,63.211418867111206
HDS,24,"[(-100, 100)]",30,1000,100,F282017,3566286.308013349,104.28886198997498
Sobol,24,"[(-100, 100)]",10,1000,100,F282017,4056.123671879158,62.66593098640442
HDS,24,"[(-100, 100)]",100,1000,100,F272017,4953.280651642481,160.07624983787537
Sobol,24,"[(-100, 100)]",50,1000,100,F272017,3344.3042186673247,92.83223104476927
Sobol,24,"[(-100, 100)]",100,1000,100,F252017,21007.25385655551,160.0317530632019
HDS,24,"[(-100, 100)]",50,1000,100,F282017,540050961.3786783,143.85528087615967
HDS,24,"[(-100, 100)]",10,1000,100,F292017,,43.92908477783203
Sobol,24,"[(-100, 100)]",100,1000,100,F262017,5548.96755097532,162.9264099597931
HDS,24,"[(-100, 100)]",30,1000,100,F292017,6252237.94384396,60.176281690597534
Sobol,24,"[(-100, 100)]",10,1000,100,F292017,,44.98008108139038
Sobol,24,"[(-100, 100)]",30,1000,100,F282017,14730098.656248778,104.1059799194336
HDS,24,"[(-100, 100)]",10,1000,100,F32017,308.6852831732749,7.831311941146851
Sobol,24,"[(-100, 100)]",10,1000,100,F32017,304.8204592923456,10.80365777015686
HDS,24,"[(-100, 100)]",30,1000,100,F32017,413.3126322023443,15.042350053787231
HDS,24,"[(-100, 100)]",50,1000,100,F292017,1165069474.9087777,76.14193201065063
HDS,24,"[(-100, 100)]",50,1000,100,F32017,743.738902768722,15.224876880645752
Sobol,24,"[(-100, 100)]",30,1000,100,F32017,377.12219836803047,14.56971001625061
Sobol,24,"[(-100, 100)]",30,1000,100,F292017,36064124.09763128,60.07909107208252
Sobol,24,"[(-100, 100)]",50,1000,100,F32017,862.104147690912,14.659621000289915
HDS,24,"[(-100, 100)]",100,1000,100,F32017,7878.524662595505,15.990555047988892
HDS,24,"[(-100, 100)]",10,1000,100,F42017,437.76713126209046,13.765321016311646
HDS,24,"[(-100, 100)]",30,1000,100,F42017,715.6290535524747,14.155658960342407
Sobol,24,"[(-100, 100)]",100,1000,100,F32017,6941.293256201361,14.95998191833496
Sobol,24,"[(-100, 100)]",10,1000,100,F42017,425.7781392945407,13.77049994468689
Sobol,24,"[(-100, 100)]",30,1000,100,F42017,721.7758145685882,13.862736940383911
HDS,24,"[(-100, 100)]",10,1000,100,F52017,500.00431145161616,0.3619990348815918
Sobol,24,"[(-100, 100)]",10,1000,100,F52017,500.0077347590398,0.1890008449554443
HDS,24,"[(-100, 100)]",30,1000,100,F52017,500.0491962244546,0.5760800838470459
Sobol,24,"[(-100, 100)]",30,1000,100,F52017,500.0532246603239,0.2839620113372803
HDS,24,"[(-100, 100)]",50,1000,100,F52017,500.0615546310645,0.8478331565856934
Sobol,24,"[(-100, 100)]",50,1000,100,F52017,500.09208101092565,0.3845288753509521
HDS,24,"[(-100, 100)]",50,1000,100,F42017,2061.378500133045,14.443835735321043
HDS,24,"[(-100, 100)]",100,1000,100,F52017,500.0891965909145,1.926506280899048
Sobol,24,"[(-100, 100)]",100,1000,100,F52017,500.11897764189655,0.6515381336212158
Sobol,24,"[(-100, 100)]",100,1000,100,F272017,4947.321655327241,157.41607213020325
HDS,24,"[(-100, 100)]",100,1000,100,F292017,10932998725.462368,114.16172218322754
HDS,24,"[(-100, 100)]",100,1000,100,F42017,29359.38398696618,16.29567790031433
HDS,24,"[(-100, 100)]",100,1000,100,F282017,10060707827.780432,245.03565907478333
Sobol,24,"[(-100, 100)]",50,1000,100,F42017,1684.795431898917,14.724292039871216
Sobol,24,"[(-100, 100)]",50,1000,100,F292017,1328747585.8261557,73.75495386123657
Sobol,24,"[(-100, 100)]",50,1000,100,F282017,210325065.6949868,144.2853012084961
HDS,24,"[(-100, 100)]",10,1000,100,F62017,640.3379707108096,16.17554473876953
HDS,24,"[(-100, 100)]",30,1000,100,F62017,8920.130143425416,16.27448296546936
Sobol,24,"[(-100, 100)]",100,1000,100,F42017,21332.794175600546,14.72127366065979
HDS,24,"[(-100, 100)]",50,1000,100,F62017,116243.22016468084,16.2121000289917
HDS,24,"[(-100, 100)]",100,1000,100,F62017,926305.7425464902,17.560685873031616
Sobol,24,"[(-100, 100)]",10,1000,100,F62017,641.7328001588683,15.66620111465454
HDS,24,"[(-100, 100)]",10,1000,100,F72017,735.7180095269005,19.415534734725952
Sobol,24,"[(-100, 100)]",30,1000,100,F62017,1068.8079262600763,15.787367343902588
Sobol,24,"[(-100, 100)]",50,1000,100,F62017,60191.20739313909,16.259902000427246
HDS,24,"[(-100, 100)]",30,1000,100,F72017,1166.7238961336552,20.6611487865448
HDS,24,"[(-100, 100)]",10,1000,100,F82017,801.4356650221392,0.817457914352417
Sobol,24,"[(-100, 100)]",10,1000,100,F82017,801.0374760365669,0.6450324058532715
Sobol,24,"[(-100, 100)]",100,1000,100,F62017,1988749.5638921356,17.07238507270813
HDS,24,"[(-100, 100)]",30,1000,100,F82017,807.9341252116446,4.131622076034546
Sobol,24,"[(-100, 100)]",10,1000,100,F72017,725.9324945630558,19.369419813156128
HDS,24,"[(-100, 100)]",50,1000,100,F72017,1700.5955085294918,20.642573833465576
Sobol,24,"[(-100, 100)]",30,1000,100,F82017,808.8797952017015,3.6930339336395264
HDS,24,"[(-100, 100)]",100,1000,100,F72017,2884.969825193967,22.095246076583862
HDS,24,"[(-100, 100)]",50,1000,100,F82017,816.531851234725,10.32631015777588
Sobol,24,"[(-100, 100)]",30,1000,100,F72017,1138.7893503124576,20.194923877716064
HDS,24,"[(-100, 100)]",100,1000,100,F82017,942.0133291242568,18.6069450378418
Sobol,24,"[(-100, 100)]",50,1000,100,F82017,817.4023236405126,13.401155948638916
Sobol,24,"[(-100, 100)]",50,1000,100,F72017,1641.144743298733,20.297763109207157
HDS,24,"[(-100, 100)]",10,1000,100,F92017,-905.1396016801472,19.827097177505493
Sobol,24,"[(-100, 100)]",100,1000,100,F72017,2832.0343796927864,21.623563051223755
HDS,24,"[(-100, 100)]",30,1000,100,F92017,3259.364076699874,19.96424102783203
Sobol,24,"[(-100, 100)]",100,1000,100,F82017,865.5845420485483,16.493951320648193
HDS,24,"[(-100, 100)]",50,1000,100,F92017,9629.712611086568,20.854798078536987
Sobol,24,"[(-100, 100)]",10,1000,100,F92017,-490.9803943623401,18.65079402923584
HDS,25,"[(-100, 100)]",10,1000,100,F102017,1065.0019432393256,16.813990116119385
HDS,24,"[(-100, 100)]",100,1000,100,F92017,24586.717992362064,22.51581883430481
HDS,25,"[(-100, 100)]",30,1000,100,F102017,91863.62433057054,16.931203842163086
Sobol,24,"[(-100, 100)]",30,1000,100,F92017,3768.267465238914,19.924442052841187
HDS,25,"[(-100, 100)]",50,1000,100,F102017,305462.2037330286,17.33064293861389
Sobol,25,"[(-100, 100)]",10,1000,100,F102017,1116.8169588014491,16.494956731796265
Sobol,24,"[(-100, 100)]",50,1000,100,F92017,9947.318383777514,19.93969488143921
Sobol,24,"[(-100, 100)]",100,1000,100,F92017,25274.673216293875,20.64813709259033
Sobol,25,"[(-100, 100)]",30,1000,100,F102017,97033.57222310666,16.862164974212646
Sobol,24,"[(-100, 100)]",100,1000,100,F292017,11123623911.29674,112.65574288368224
HDS,25,"[(-100, 100)]",100,1000,100,F102017,1160002.6693075872,18.533011198043823
Sobol,25,"[(-100, 100)]",50,1000,100,F102017,225407.7198017994,16.78069305419922
HDS,25,"[(-100, 100)]",10,1000,100,F112017,77158.0806345304,20.763148069381717
HDS,25,"[(-100, 100)]",30,1000,100,F112017,57143954.61222373,21.426862239837646
HDS,25,"[(-100, 100)]",10,1000,100,F12017,32594.90245495191,13.3080792427063
HDS,25,"[(-100, 100)]",50,1000,100,F112017,199847091.79232568,21.76445508003235
HDS,25,"[(-100, 100)]",30,1000,100,F12017,88496262.9102064,13.599693059921265
Sobol,25,"[(-100, 100)]",100,1000,100,F102017,1419995.9004491318,17.419517040252686
HDS,25,"[(-100, 100)]",100,1000,100,F112017,5651293159.518115,23.20086121559143
Sobol,25,"[(-100, 100)]",10,1000,100,F12017,5548.769864379124,13.30097198486328
Sobol,25,"[(-100, 100)]",10,1000,100,F112017,169616.82039940383,20.848323106765747
Sobol,25,"[(-100, 100)]",30,1000,100,F12017,60813624.74938647,13.744165897369385
Sobol,25,"[(-100, 100)]",30,1000,100,F112017,54980871.5570657,21.50504207611084
HDS,25,"[(-100, 100)]",50,1000,100,F12017,2236542994.8350496,14.266693830490112
Sobol,25,"[(-100, 100)]",50,1000,100,F112017,282679161.0449216,21.13146114349365
HDS,25,"[(-100, 100)]",100,1000,100,F12017,18946100777.11005,15.358767032623293
Sobol,25,"[(-100, 100)]",100,1000,100,F112017,6466934223.277431,22.44875693321228
Sobol,25,"[(-100, 100)]",50,1000,100,F12017,606215097.0081524,13.533066987991331
HDS,25,"[(-100, 100)]",10,1000,100,F122017,1512.7741590542437,17.922378063201904
HDS,25,"[(-100, 100)]",30,1000,100,F122017,314785.2890890959,17.949344873428345
HDS,25,"[(-100, 100)]",50,1000,100,F122017,28267856.32669884,17.821414947509766
HDS,25,"[(-100, 100)]",100,1000,100,F122017,7020626148.313365,19.133286237716675
Sobol,25,"[(-100, 100)]",100,1000,100,F12017,56610009669.48559,13.75927996635437
HDS,25,"[(-100, 100)]",10,1000,100,F132017,1365.6596395518502,18.328017950057983
Sobol,25,"[(-100, 100)]",10,1000,100,F122017,1358.816589775831,17.623823165893555
HDS,25,"[(-100, 100)]",30,1000,100,F132017,173149.06599853537,19.56942582130432
Sobol,25,"[(-100, 100)]",30,1000,100,F122017,10593285.287494691,17.90394902229309
Sobol,25,"[(-100, 100)]",50,1000,100,F122017,31573004.08847083,18.05688524246216
Sobol,25,"[(-100, 100)]",100,1000,100,F122017,1608840310.7242277,19.32007908821106
HDS,25,"[(-100, 100)]",50,1000,100,F132017,1879072.6676892813,22.327423095703125
Sobol,25,"[(-100, 100)]",10,1000,100,F132017,1396.2660027285792,18.133308172225952
HDS,25,"[(-100, 100)]",10,1000,100,F142017,1710.8344810223746,18.151995182037357
Sobol,25,"[(-100, 100)]",30,1000,100,F132017,194618.84611022723,19.588868856430054
HDS,25,"[(-100, 100)]",30,1000,100,F142017,1753376.333404455,18.54341411590576
HDS,25,"[(-100, 100)]",100,1000,100,F132017,36795814.83044245,26.127502918243408
HDS,25,"[(-100, 100)]",50,1000,100,F142017,1883129.9068394715,18.83957409858704
Sobol,25,"[(-100, 100)]",50,1000,100,F132017,2686786.6886250945,21.459069967269897
HDS,25,"[(-100, 100)]",100,1000,100,F142017,1520155672.8211358,19.896923065185547
HDS,25,"[(-100, 100)]",10,1000,100,F152017,1337.96862795506,14.569232940673828
Sobol,25,"[(-100, 100)]",10,1000,100,F142017,1862.08663136348,17.691992044448853
Sobol,25,"[(-100, 100)]",30,1000,100,F142017,1180699.9236400148,18.05484914779663
Sobol,25,"[(-100, 100)]",50,1000,100,F142017,1284996.154920177,17.967180013656616
Sobol,25,"[(-100, 100)]",10,1000,100,F152017,1337.7553169110236,14.120232105255129
Sobol,25,"[(-100, 100)]",100,1000,100,F132017,38096586.53337095,24.68647027015686
Sobol,25,"[(-100, 100)]",100,1000,100,F142017,556580784.1465011,18.56316065788269
HDS,25,"[(-100, 100)]",30,1000,100,F152017,3766.731715377656,31.292147874832157
Sobol,24,"[(-100, 100)]",100,1000,100,F282017,5850988336.458626,244.6187210083008
HDS,25,"[(-100, 100)]",50,1000,100,F152017,8070.859483615969,36.43008494377136
HDS,25,"[(-100, 100)]",10,1000,100,F172017,,20.226134061813354
HDS,25,"[(-100, 100)]",10,1000,100,F162017,1495.214788922768,42.30821490287781
HDS,25,"[(-100, 100)]",100,1000,100,F152017,104738.80901482936,50.2078583240509
Sobol,25,"[(-100, 100)]",30,1000,100,F152017,2167.849525784679,31.13884115219116
Sobol,25,"[(-100, 100)]",10,1000,100,F172017,,19.98707890510559
Sobol,25,"[(-100, 100)]",50,1000,100,F152017,9057.652740894908,35.75023627281189
HDS,25,"[(-100, 100)]",30,1000,100,F172017,146116.56934161377,20.260092973709103
HDS,25,"[(-100, 100)]",30,1000,100,F162017,87600.95421537154,78.00831294059753
HDS,25,"[(-100, 100)]",50,1000,100,F172017,1093147.5779611892,20.75848507881165
Sobol,25,"[(-100, 100)]",10,1000,100,F162017,1470.5914123771142,42.60020804405213
HDS,25,"[(-100, 100)]",100,1000,100,F172017,13165243.501794042,21.648852109909058
Sobol,25,"[(-100, 100)]",30,1000,100,F172017,80705.83084891865,20.00091981887817
Sobol,25,"[(-100, 100)]",100,1000,100,F152017,122918.96309794886,49.15865612030029
Sobol,25,"[(-100, 100)]",50,1000,100,F172017,1364996.7356633483,19.754467964172363
Sobol,25,"[(-100, 100)]",100,1000,100,F172017,9476015.471089948,20.189851760864254
HDS,25,"[(-100, 100)]",10,1000,100,F182017,1809.0624435998425,21.388893127441406
HDS,25,"[(-100, 100)]",50,1000,100,F162017,29933869.448382888,115.42492961883544
Sobol,25,"[(-100, 100)]",10,1000,100,F182017,1807.2715657347048,21.262540102005005
HDS,25,"[(-100, 100)]",30,1000,100,F182017,3824397.0446909983,44.971314907073975
HDS,25,"[(-100, 100)]",10,1000,100,F192017,1819.4510002745187,41.46168208122253
HDS,25,"[(-100, 100)]",50,1000,100,F182017,4999454.118909185,58.64537715911865
Sobol,25,"[(-100, 100)]",30,1000,100,F162017,96060.87382093271,76.69129490852356
Sobol,25,"[(-100, 100)]",30,1000,100,F182017,136728.12963083517,45.32925701141357
Sobol,25,"[(-100, 100)]",10,1000,100,F192017,1831.4869702065344,42.501107931137085
HDS,25,"[(-100, 100)]",10,1000,100,F202017,2126.630683518706,8.471621990203857
HDS,25,"[(-100, 100)]",100,1000,100,F182017,2202743909.6176467,97.39039397239684
Sobol,25,"[(-100, 100)]",10,1000,100,F202017,2146.649192304815,8.150483846664429
HDS,25,"[(-100, 100)]",100,1000,100,F162017,1653136943896.6174,200.0621740818024
HDS,25,"[(-100, 100)]",30,1000,100,F192017,2654.956612038814,80.00274920463562
Sobol,25,"[(-100, 100)]",50,1000,100,F182017,8685146.44211835,60.18683385848999
HDS,25,"[(-100, 100)]",30,1000,100,F202017,2246.099978967928,22.888713121414185
HDS,25,"[(-100, 100)]",50,1000,100,F202017,3746.384716355573,23.020469903945923
Sobol,25,"[(-100, 100)]",50,1000,100,F162017,65323923.56492766,115.29722499847412
Sobol,25,"[(-100, 100)]",30,1000,100,F202017,2474.7240188723267,23.08514523506165
HDS,25,"[(-100, 100)]",10,1000,100,F212017,2215.327402434082,2.7262001037597656
Sobol,25,"[(-100, 100)]",10,1000,100,F212017,2214.8625600387013,2.58316421508789
Sobol,25,"[(-100, 100)]",50,1000,100,F202017,3983.1312101330177,23.76767516136169
HDS,25,"[(-100, 100)]",100,1000,100,F202017,33478.95043708691,26.7149350643158
HDS,25,"[(-100, 100)]",50,1000,100,F192017,3757.378586235407,117.10157299041748
HDS,25,"[(-100, 100)]",30,1000,100,F212017,2311.133753872269,27.0226628780365
HDS,25,"[(-100, 100)]",50,1000,100,F212017,2502.9200659066128,27.582704067230225
Sobol,25,"[(-100, 100)]",100,1000,100,F202017,38873.104968525935,24.90234589576721
